mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,user,status,filename
-330.6614990234375,107.03207397460938,8.892930030822754,19.737215042114258,11.664400100708008,14.652735710144043,7.544125556945801,5.220266819000244,16.631752014160156,11.045714378356934,-1.3630205392837524,4.034175395965576,11.804481506347656,0.7570256590843201,0.8450786471366882,0.9342937469482422,0.8816505670547485,0.8132616877555847,0.8037375807762146,0.7988554239273071,0.7568803429603577,0.7309982776641846,0.6933517456054688,0.6466535329818726,0.6864433884620667,25.51783218765583,11.097799744107961,13.149487421454408,14.278031197730657,13.627719712513786,15.853016580387735,17.083469258648073,0.004828399926686217,0.16364245116710663,1519.9872006030016,3790.2410891927184,2331.5849237078446,0,0,buka.wav
-367.8310546875,105.99310302734375,10.936030387878418,19.98137664794922,11.873869895935059,14.218216896057129,7.199435710906982,4.507731914520264,17.735126495361328,10.580706596374512,-1.4796243906021118,3.2476210594177246,12.195748329162598,0.672401487827301,0.7501314878463745,0.8474661707878113,0.9445344805717468,0.8847674131393433,0.817236065864563,0.8111333847045898,0.7997678518295288,0.7569261193275452,0.7305104732513428,0.6822353601455688,0.632394552230835,27.241409458400735,11.519778490697565,13.527741467145725,14.756942434689392,14.115568591464013,16.70741691459755,17.49044054818881,0.0028663917824074073,0.15000873804092407,1205.537752684246,3404.0959913849115,1163.5904947916667,0,0,buka_002.wav
-358.9154052734375,105.483154296875,9.09037971496582,19.948930740356445,11.834246635437012,14.494680404663086,7.668937683105469,6.451257228851318,18.15467643737793,12.450440406799316,-0.05694460868835449,4.61610221862793,12.03211784362793,0.7589939832687378,0.8485448360443115,0.9421575665473938,0.8900727033615112,0.8200592994689941,0.8102468252182007,0.7980838418006897,0.752501904964447,0.7295335531234741,0.6971645951271057,0.6524654626846313,0.692489504814148,26.339000642237384,11.62012515129277,13.438471945591093,15.476016153498264,14.489652377706374,16.95761569727428,17.51222703819127,0.0038926108589385474,0.14384540915489197,1341.9533725637516,3581.8560888909797,1705.3935983327515,0,0,buka_003.wav
-342.9735412597656,105.53995513916016,7.275329113006592,19.974912643432617,10.808497428894043,15.183610916137695,7.341615200042725,8.841410636901855,18.286548614501953,8.137797355651855,-1.4225598573684692,8.029611587524414,10.767366409301758,0.6826733946800232,0.7334285378456116,0.8031355142593384,0.8897454738616943,0.9426397681236267,0.8563523888587952,0.8019071817398071,0.7858665585517883,0.7764665484428406,0.7114460468292236,0.6767975091934204,0.6472713351249695,27.34071083516266,11.570037386306042,14.226535654068336,15.953751427775796,14.583840798533345,17.36064616929047,19.04826153048044,0.004308616660557185,0.17273318767547607,1239.8036040102095,3417.718361824063,1305.6319877199414,0,0,buka_004.wav
-377.7353210449219,107.8619384765625,10.44609546661377,21.50386619567871,12.565546989440918,16.448884963989258,9.517895698547363,4.996910095214844,14.70279312133789,15.80338191986084,0.9588239789009094,2.451796770095825,10.222752571105957,0.7701628804206848,0.8798013925552368,0.9211634397506714,0.8896682262420654,0.8259415030479431,0.815956711769104,0.8028944134712219,0.7832163572311401,0.7823800444602966,0.7464690804481506,0.6989629864692688,0.6761242747306824,26.53817875923131,10.68242217602616,13.444246257649377,14.950817855757847,14.41183634948558,16.168033242548514,20.125698516890807,0.003366419996334311,0.1364787071943283,1103.3598700765092,3167.7903823493816,988.3803381598241,0,0,buka_005.wav
-121.88296508789062,17.343120574951172,13.989006042480469,9.737278938293457,6.892910480499268,4.904856204986572,4.66141939163208,5.256704330444336,6.299703598022461,5.189871788024902,3.522317409515381,3.9122729301452637,4.777620315551758,0.7256542444229126,0.7617191076278687,0.8301776647567749,0.9012161493301392,0.8352343440055847,0.7654211521148682,0.7285672426223755,0.7250332832336426,0.6957717537879944,0.6981866955757141,0.6936566829681396,0.6874735355377197,21.96247684735823,10.244205746286262,11.782894521967876,13.256022940948588,12.37344970309572,13.40207815273155,13.589174029235016,0.03242846178519061,0.15973374247550964,8705.66253144311,6984.709095571709,17552.844202483506,0,0,buka_006.wav
-330.4990234375,106.86221313476562,8.97884464263916,19.704933166503906,11.66829776763916,14.65057373046875,7.52630615234375,5.2241129875183105,16.63871192932129,11.045939445495605,-1.3670881986618042,4.047652721405029,11.795105934143066,0.7569981217384338,0.845045804977417,0.9342564344406128,0.8816215991973877,0.8132229447364807,0.8036941885948181,0.7988038063049316,0.7568302750587463,0.7309470772743225,0.6933038234710693,0.6466204524040222,0.6864231824874878,25.503061396889475,11.103045295707433,13.178330368875498,14.27613211568792,13.603637341161594,15.850320734902075,16.951322607378245,0.004828399926686217,0.16351595520973206,1527.5630021147556,3802.1102881417783,2350.655385126466,0,0,buka_007.wav
-330.4547424316406,106.84716033935547,8.985573768615723,19.703632354736328,11.659786224365234,14.63952350616455,7.5496721267700195,5.2473297119140625,16.59140968322754,11.04043960571289,-1.37265944480896,4.028742790222168,11.79001522064209,0.7569934725761414,0.8450429439544678,0.9342440962791443,0.881567656993866,0.813197672367096,0.8037028908729553,0.79879230260849,0.7567991614341736,0.7309158444404602,0.6932882070541382,0.6466115713119507,0.6864020228385925,25.502205748632562,11.101994807794576,13.149376140449261,14.33080474407042,13.607138326387881,15.850998029885504,16.98317554575947,0.004828399926686217,0.1634538769721985,1529.909102535765,3806.1120269845583,2355.1388379765394,0,0,buka_008.wav
-81.67002868652344,11.918156623840332,11.818899154663086,8.394474029541016,5.427468776702881,4.285717964172363,3.8876380920410156,4.00647497177124,4.418093204498291,3.4033267498016357,2.4694161415100098,3.285997152328491,3.641188383102417,0.7393591403961182,0.8028721809387207,0.8697887659072876,0.8234838843345642,0.7341388463973999,0.6708109974861145,0.6779199242591858,0.673824667930603,0.6812227368354797,0.6835741996765137,0.6990147829055786,0.7083196043968201,20.64313676846551,9.836754652767091,11.646763340110626,12.595982881933011,12.430693485120576,13.309170224344275,13.559299777217507,0.13233996975806453,0.1633567065000534,9440.882260741833,6876.379017528193,18043.37183261547,0,0,buka_009.wav
-367.8310546875,105.99310302734375,10.936030387878418,19.98137664794922,11.873869895935059,14.218216896057129,7.199435710906982,4.507731914520264,17.735126495361328,10.580706596374512,-1.4796243906021118,3.2476210594177246,12.195748329162598,0.672401487827301,0.7501314878463745,0.8474661707878113,0.9445344805717468,0.8847674131393433,0.817236065864563,0.8111333847045898,0.7997678518295288,0.7569261193275452,0.7305104732513428,0.6822353601455688,0.632394552230835,27.241409458400735,11.519778490697565,13.527741467145725,14.756942434689392,14.115568591464013,16.70741691459755,17.49044054818881,0.0028663917824074073,0.15000873804092407,1205.537752684246,3404.0959913849115,1163.5904947916667,0,0,buka_010.wav
